Schooljaar;Niveau regio;Regio;Soort hoger onderwijs;Opleidingssector;Aantal
2019/2020;Arbeidsmarktregio;Groot Amsterdam (A);Totaal;Economie;19462.00
2019/2020;Arbeidsmarktregio;Groot Amsterdam (A);Totaal;Gedrag en maatschappij;11728.00
2019/2020;Arbeidsmarktregio;Groot Amsterdam (A);Totaal;Gezondheidszorg;8562.00
2019/2020;Arbeidsmarktregio;Groot Amsterdam (A);Totaal;Landbouw en natuurlijke omgeving;555.00
2019/2020;Arbeidsmarktregio;Groot Amsterdam (A);Totaal;Natuur;6288.00
2019/2020;Arbeidsmarktregio;Groot Amsterdam (A);Totaal;Onderwijs;3689.00
2019/2020;Arbeidsmarktregio;Groot Amsterdam (A);Totaal;Recht;3735.00
2019/2020;Arbeidsmarktregio;Groot Amsterdam (A);Totaal;Sectoroverstijgend;1831.00
2019/2020;Arbeidsmarktregio;Groot Amsterdam (A);Totaal;Taal en cultuur;7450.00
2019/2020;Arbeidsmarktregio;Groot Amsterdam (A);Totaal;Techniek;7666.00
2019/2020;Arbeidsmarktregio;Groot Amsterdam (A);Totaal;Totaal energietransitie;13954.00
2019/2020;Arbeidsmarktregio;Groot Amsterdam (A);HBO;Totaal;32576.00
2019/2020;Arbeidsmarktregio;Groot Amsterdam (A);HBO;Economie;13326.00
2019/2020;Arbeidsmarktregio;Groot Amsterdam (A);HBO;Gedrag en maatschappij;3682.00
2019/2020;Arbeidsmarktregio;Groot Amsterdam (A);HBO;Gezondheidszorg;2980.00
2019/2020;Arbeidsmarktregio;Groot Amsterdam (A);HBO;Landbouw en natuurlijke omgeving;305.00
2019/2020;Arbeidsmarktregio;Groot Amsterdam (A);HBO;Onderwijs;3485.00
2019/2020;Arbeidsmarktregio;Groot Amsterdam (A);HBO;Sectoroverstijgend;22.00
2019/2020;Arbeidsmarktregio;Groot Amsterdam (A);HBO;Taal en cultuur;2423.00
2019/2020;Arbeidsmarktregio;Groot Amsterdam (A);HBO;Techniek;6353.00
2019/2020;Arbeidsmarktregio;Groot Amsterdam (A);HBO;Totaal energietransitie;6353.00
2019/2020;Arbeidsmarktregio;Groot Amsterdam (A);WO;Totaal;38390.00
2019/2020;Arbeidsmarktregio;Groot Amsterdam (A);WO;Economie;6136.00
2019/2020;Arbeidsmarktregio;Groot Amsterdam (A);WO;Gedrag en maatschappij;8046.00
2019/2020;Arbeidsmarktregio;Groot Amsterdam (A);WO;Gezondheidszorg;5582.00
2019/2020;Arbeidsmarktregio;Groot Amsterdam (A);WO;Landbouw en natuurlijke omgeving;250.00
2019/2020;Arbeidsmarktregio;Groot Amsterdam (A);WO;Natuur;6288.00
2019/2020;Arbeidsmarktregio;Groot Amsterdam (A);WO;Onderwijs;204.00
2019/2020;Arbeidsmarktregio;Groot Amsterdam (A);WO;Recht;3735.00
2019/2020;Arbeidsmarktregio;Groot Amsterdam (A);WO;Sectoroverstijgend;1809.00
2019/2020;Arbeidsmarktregio;Groot Amsterdam (A);WO;Taal en cultuur;5027.00
2019/2020;Arbeidsmarktregio;Groot Amsterdam (A);WO;Techniek;1313.00
2019/2020;Arbeidsmarktregio;Groot Amsterdam (A);WO;Totaal energietransitie;7601.00
2019/2020;Arbeidsmarktregio;Haaglanden (A);Totaal;Totaal;48185.00
2019/2020;Arbeidsmarktregio;Haaglanden (A);Totaal;Economie;11893.00
2019/2020;Arbeidsmarktregio;Haaglanden (A);Totaal;Gedrag en maatschappij;4777.00
2019/2020;Arbeidsmarktregio;Haaglanden (A);Totaal;Gezondheidszorg;3113.00
2019/2020;Arbeidsmarktregio;Haaglanden (A);Totaal;Landbouw en natuurlijke omgeving;477.00
2019/2020;Arbeidsmarktregio;Haaglanden (A);Totaal;Natuur;1102.00
2019/2020;Arbeidsmarktregio;Haaglanden (A);Totaal;Onderwijs;2374.00
2019/2020;Arbeidsmarktregio;Haaglanden (A);Totaal;Recht;1447.00
2019/2020;Arbeidsmarktregio;Haaglanden (A);Totaal;Sectoroverstijgend;1945.00
2019/2020;Arbeidsmarktregio;Haaglanden (A);Totaal;Taal en cultuur;2487.00
2019/2020;Arbeidsmarktregio;Haaglanden (A);Totaal;Techniek;18570.00
2019/2020;Arbeidsmarktregio;Haaglanden (A);Totaal;Totaal energietransitie;19672.00
2019/2020;Arbeidsmarktregio;Haaglanden (A);HBO;Totaal;23589.00
2019/2020;Arbeidsmarktregio;Haaglanden (A);HBO;Economie;10557.00
2019/2020;Arbeidsmarktregio;Haaglanden (A);HBO;Gedrag en maatschappij;2117.00
2019/2020;Arbeidsmarktregio;Haaglanden (A);HBO;Gezondheidszorg;1873.00
2019/2020;Arbeidsmarktregio;Haaglanden (A);HBO;Landbouw en natuurlijke omgeving;318.00
2019/2020;Arbeidsmarktregio;Haaglanden (A);HBO;Onderwijs;2260.00
2019/2020;Arbeidsmarktregio;Haaglanden (A);HBO;Sectoroverstijgend;3.00
2019/2020;Arbeidsmarktregio;Haaglanden (A);HBO;Taal en cultuur;1167.00
2019/2020;Arbeidsmarktregio;Haaglanden (A);HBO;Techniek;5294.00
2019/2020;Arbeidsmarktregio;Haaglanden (A);HBO;Totaal energietransitie;5294.00
2019/2020;Arbeidsmarktregio;Haaglanden (A);WO;Totaal;24596.00
2019/2020;Arbeidsmarktregio;Haaglanden (A);WO;Economie;1336.00
2019/2020;Arbeidsmarktregio;Haaglanden (A);WO;Gedrag en maatschappij;2660.00
2019/2020;Arbeidsmarktregio;Haaglanden (A);WO;Gezondheidszorg;1240.00
2019/2020;Arbeidsmarktregio;Haaglanden (A);WO;Landbouw en natuurlijke omgeving;159.00
2019/2020;Arbeidsmarktregio;Haaglanden (A);WO;Natuur;1102.00
2019/2020;Arbeidsmarktregio;Haaglanden (A);WO;Onderwijs;114.00
2019/2020;Arbeidsmarktregio;Haaglanden (A);WO;Recht;1447.00
2019/2020;Arbeidsmarktregio;Haaglanden (A);WO;Sectoroverstijgend;1942.00
2019/2020;Arbeidsmarktregio;Haaglanden (A);WO;Taal en cultuur;1320.00
2019/2020;Arbeidsmarktregio;Haaglanden (A);WO;Techniek;13276.00
2019/2020;Arbeidsmarktregio;Haaglanden (A);WO;Totaal energietransitie;14378.00
2019/2020;Arbeidsmarktregio;Helmond-De Peel (A);Totaal;Totaal;7445.00
2019/2020;Arbeidsmarktregio;Helmond-De Peel (A);Totaal;Economie;2315.00
2019/2020;Arbeidsmarktregio;Helmond-De Peel (A);Totaal;Gedrag en maatschappij;867.00
2019/2020;Arbeidsmarktregio;Helmond-De Peel (A);Totaal;Gezondheidszorg;908.00
2019/2020;Arbeidsmarktregio;Helmond-De Peel (A);Totaal;Landbouw en natuurlijke omgeving;258.00
2019/2020;Arbeidsmarktregio;Helmond-De Peel (A);Totaal;Natuur;89.00
2019/2020;Arbeidsmarktregio;Helmond-De Peel (A);Totaal;Onderwijs;765.00
2019/2020;Arbeidsmarktregio;Helmond-De Peel (A);Totaal;Recht;185.00
2019/2020;Arbeidsmarktregio;Helmond-De Peel (A);Totaal;Sectoroverstijgend;33.00
2019/2020;Arbeidsmarktregio;Helmond-De Peel (A);Totaal;Taal en cultuur;199.00
2019/2020;Arbeidsmarktregio;Helmond-De Peel (A);Totaal;Techniek;1826.00
2019/2020;Arbeidsmarktregio;Helmond-De Peel (A);Totaal;Totaal energietransitie;1915.00
2019/2020;Arbeidsmarktregio;Helmond-De Peel (A);HBO;Totaal;5784.00
2019/2020;Arbeidsmarktregio;Helmond-De Peel (A);HBO;Economie;1976.00
2019/2020;Arbeidsmarktregio;Helmond-De Peel (A);HBO;Gedrag en maatschappij;647.00
2019/2020;Arbeidsmarktregio;Helmond-De Peel (A);HBO;Gezondheidszorg;721.00
2019/2020;Arbeidsmarktregio;Helmond-De Peel (A);HBO;Landbouw en natuurlijke omgeving;206.00
2019/2020;Arbeidsmarktregio;Helmond-De Peel (A);HBO;Onderwijs;753.00
2019/2020;Arbeidsmarktregio;Helmond-De Peel (A);HBO;Sectoroverstijgend;1.00
2019/2020;Arbeidsmarktregio;Helmond-De Peel (A);HBO;Taal en cultuur;75.00
2019/2020;Arbeidsmarktregio;Helmond-De Peel (A);HBO;Techniek;1405.00
2019/2020;Arbeidsmarktregio;Helmond-De Peel (A);HBO;Totaal energietransitie;1405.00
2019/2020;Arbeidsmarktregio;Helmond-De Peel (A);WO;Totaal;1661.00
2019/2020;Arbeidsmarktregio;Helmond-De Peel (A);WO;Economie;339.00
2019/2020;Arbeidsmarktregio;Helmond-De Peel (A);WO;Gedrag en maatschappij;220.00
2019/2020;Arbeidsmarktregio;Helmond-De Peel (A);WO;Gezondheidszorg;187.00
2019/2020;Arbeidsmarktregio;Helmond-De Peel (A);WO;Landbouw en natuurlijke omgeving;52.00
2019/2020;Arbeidsmarktregio;Helmond-De Peel (A);WO;Natuur;89.00
2019/2020;Arbeidsmarktregio;Helmond-De Peel (A);WO;Onderwijs;12.00
2019/2020;Arbeidsmarktregio;Helmond-De Peel (A);WO;Recht;185.00
2019/2020;Arbeidsmarktregio;Helmond-De Peel (A);WO;Sectoroverstijgend;32.00
2019/2020;Arbeidsmarktregio;Helmond-De Peel (A);WO;Taal en cultuur;124.00
2019/2020;Arbeidsmarktregio;Helmond-De Peel (A);WO;Techniek;421.00
2019/2020;Arbeidsmarktregio;Helmond-De Peel (A);WO;Totaal energietransitie;510.00
2019/2020;Arbeidsmarktregio;Holland Rijnland (A);Totaal;Totaal;29201.00
2019/2020;Arbeidsmarktregio;Holland Rijnland (A);Totaal;Economie;5614.00
2019/2020;Arbeidsmarktregio;Holland Rijnland (A);Totaal;Gedrag en maatschappij;5369.00
2019/2020;Arbeidsmarktregio;Holland Rijnland (A);Totaal;Gezondheidszorg;3708.00
2019/2020;Arbeidsmarktregio;Holland Rijnland (A);Totaal;Landbouw en natuurlijke omgeving;322.00
2019/2020;Arbeidsmarktregio;Holland Rijnland (A);Totaal;Natuur;2348.00
2019/2020;Arbeidsmarktregio;Holland Rijnland (A);Totaal;Onderwijs;1945.00
2019/2020;Arbeidsmarktregio;Holland Rijnland (A);Totaal;Recht;2364.00
2019/2020;Arbeidsmarktregio;Holland Rijnland (A);Totaal;Sectoroverstijgend;612.00
2019/2020;Arbeidsmarktregio;Holland Rijnland (A);Totaal;Taal en cultuur;3226.00
2019/2020;Arbeidsmarktregio;Holland Rijnland (A);Totaal;Techniek;3693.00
2019/2020;Arbeidsmarktregio;Holland Rijnland (A);Totaal;Totaal energietransitie;6041.00
2019/2020;Arbeidsmarktregio;Holland Rijnland (A);HBO;Totaal;12991.00
2019/2020;Arbeidsmarktregio;Holland Rijnland (A);HBO;Economie;4674.00
2019/2020;Arbeidsmarktregio;Holland Rijnland (A);HBO;Gedrag en maatschappij;1608.00
2019/2020;Arbeidsmarktregio;Holland Rijnland (A);HBO;Gezondheidszorg;1593.00
2019/2020;Arbeidsmarktregio;Holland Rijnland (A);HBO;Landbouw en natuurlijke omgeving;205.00
2019/2020;Arbeidsmarktregio;Holland Rijnland (A);HBO;Onderwijs;1851.00
2019/2020;Arbeidsmarktregio;Holland Rijnland (A);HBO;Sectoroverstijgend;1.00
2019/2020;Arbeidsmarktregio;Holland Rijnland (A);HBO;Taal en cultuur;247.00
2019/2020;Arbeidsmarktregio;Holland Rijnland (A);HBO;Techniek;2812.00
2019/2020;Arbeidsmarktregio;Holland Rijnland (A);HBO;Totaal energietransitie;2812.00
2019/2020;Arbeidsmarktregio;Holland Rijnland (A);WO;Totaal;16210.00
2019/2020;Arbeidsmarktregio;Holland Rijnland (A);WO;Economie;940.00
2019/2020;Arbeidsmarktregio;Holland Rijnland (A);WO;Gedrag en maatschappij;3761.00
2019/2020;Arbeidsmarktregio;Holland Rijnland (A);WO;Gezondheidszorg;2115.00
2019/2020;Arbeidsmarktregio;Holland Rijnland (A);WO;Landbouw en natuurlijke omgeving;117.00
2019/2020;Arbeidsmarktregio;Holland Rijnland (A);WO;Natuur;2348.00
2019/2020;Arbeidsmarktregio;Holland Rijnland (A);WO;Onderwijs;94.00
2019/2020;Arbeidsmarktregio;Holland Rijnland (A);WO;Recht;2364.00
2019/2020;Arbeidsmarktregio;Holland Rijnland (A);WO;Sectoroverstijgend;611.00
2019/2020;Arbeidsmarktregio;Holland Rijnland (A);WO;Taal en cultuur;2979.00
2019/2020;Arbeidsmarktregio;Holland Rijnland (A);WO;Techniek;881.00
2019/2020;Arbeidsmarktregio;Holland Rijnland (A);WO;Totaal energietransitie;3229.00
2019/2020;Arbeidsmarktregio;Midden-Brabant (A);Totaal;Totaal;23580.00
2019/2020;Arbeidsmarktregio;Midden-Brabant (A);Totaal;Economie;8618.00
2019/2020;Arbeidsmarktregio;Midden-Brabant (A);Totaal;Gedrag en maatschappij;3781.00
2019/2020;Arbeidsmarktregio;Midden-Brabant (A);Totaal;Gezondheidszorg;1570.00
2019/2020;Arbeidsmarktregio;Midden-Brabant (A);Totaal;Landbouw en natuurlijke omgeving;441.00
2019/2020;Arbeidsmarktregio;Midden-Brabant (A);Totaal;Natuur;411.00
2019/2020;Arbeidsmarktregio;Midden-Brabant (A);Totaal;Onderwijs;1964.00
2019/2020;Arbeidsmarktregio;Midden-Brabant (A);Totaal;Recht;1285.00
2019/2020;Arbeidsmarktregio;Midden-Brabant (A);Totaal;Sectoroverstijgend;394.00
2019/2020;Arbeidsmarktregio;Midden-Brabant (A);Totaal;Taal en cultuur;1488.00
2019/2020;Arbeidsmarktregio;Midden-Brabant (A);Totaal;Techniek;3628.00
2019/2020;Arbeidsmarktregio;Midden-Brabant (A);Totaal;Totaal energietransitie;4039.00
2019/2020;Arbeidsmarktregio;Midden-Brabant (A);HBO;Totaal;14165.00
2019/2020;Arbeidsmarktregio;Midden-Brabant (A);HBO;Economie;5671.00
2019/2020;Arbeidsmarktregio;Midden-Brabant (A);HBO;Gedrag en maatschappij;1558.00
2019/2020;Arbeidsmarktregio;Midden-Brabant (A);HBO;Gezondheidszorg;1204.00
2019/2020;Arbeidsmarktregio;Midden-Brabant (A);HBO;Landbouw en natuurlijke omgeving;356.00
2019/2020;Arbeidsmarktregio;Midden-Brabant (A);HBO;Onderwijs;1927.00
2019/2020;Arbeidsmarktregio;Midden-Brabant (A);HBO;Sectoroverstijgend;2.00
2019/2020;Arbeidsmarktregio;Midden-Brabant (A);HBO;Taal en cultuur;618.00
2019/2020;Arbeidsmarktregio;Midden-Brabant (A);HBO;Techniek;2829.00
2019/2020;Arbeidsmarktregio;Midden-Brabant (A);HBO;Totaal energietransitie;2829.00
2019/2020;Arbeidsmarktregio;Midden-Brabant (A);WO;Totaal;9415.00
2019/2020;Arbeidsmarktregio;Midden-Brabant (A);WO;Economie;2947.00
2019/2020;Arbeidsmarktregio;Midden-Brabant (A);WO;Gedrag en maatschappij;2223.00
2019/2020;Arbeidsmarktregio;Midden-Brabant (A);WO;Gezondheidszorg;366.00
2019/2020;Arbeidsmarktregio;Midden-Brabant (A);WO;Landbouw en natuurlijke omgeving;85.00
2019/2020;Arbeidsmarktregio;Midden-Brabant (A);WO;Natuur;411.00
2019/2020;Arbeidsmarktregio;Midden-Brabant (A);WO;Onderwijs;37.00
2019/2020;Arbeidsmarktregio;Midden-Brabant (A);WO;Recht;1285.00
2019/2020;Arbeidsmarktregio;Midden-Brabant (A);WO;Sectoroverstijgend;392.00
2019/2020;Arbeidsmarktregio;Midden-Brabant (A);WO;Taal en cultuur;870.00
2019/2020;Arbeidsmarktregio;Midden-Brabant (A);WO;Techniek;799.00
2019/2020;Arbeidsmarktregio;Midden-Brabant (A);WO;Totaal energietransitie;1210.00
2019/2020;Arbeidsmarktregio;Midden-Gelderland (A);Totaal;Totaal;15633.00
2019/2020;Arbeidsmarktregio;Midden-Gelderland (A);Totaal;Economie;4396.00
2019/2020;Arbeidsmarktregio;Midden-Gelderland (A);Totaal;Gedrag en maatschappij;1992.00
2019/2020;Arbeidsmarktregio;Midden-Gelderland (A);Totaal;Gezondheidszorg;1476.00
2019/2020;Arbeidsmarktregio;Midden-Gelderland (A);Totaal;Landbouw en natuurlijke omgeving;1040.00
2019/2020;Arbeidsmarktregio;Midden-Gelderland (A);Totaal;Natuur;446.00
2019/2020;Arbeidsmarktregio;Midden-Gelderland (A);Totaal;Onderwijs;1631.00
2019/2020;Arbeidsmarktregio;Midden-Gelderland (A);Totaal;Recht;534.00
2019/2020;Arbeidsmarktregio;Midden-Gelderland (A);Totaal;Sectoroverstijgend;62.00
2019/2020;Arbeidsmarktregio;Midden-Gelderland (A);Totaal;Taal en cultuur;1105.00
2019/2020;Arbeidsmarktregio;Midden-Gelderland (A);Totaal;Techniek;2951.00
2019/2020;Arbeidsmarktregio;Midden-Gelderland (A);Totaal;Totaal energietransitie;3397.00
2019/2020;Arbeidsmarktregio;Midden-Gelderland (A);HBO;Totaal;12346.00
2019/2020;Arbeidsmarktregio;Midden-Gelderland (A);HBO;Economie;4000.00
2019/2020;Arbeidsmarktregio;Midden-Gelderland (A);HBO;Gedrag en maatschappij;1419.00
2019/2020;Arbeidsmarktregio;Midden-Gelderland (A);HBO;Gezondheidszorg;1167.00
2019/2020;Arbeidsmarktregio;Midden-Gelderland (A);HBO;Landbouw en natuurlijke omgeving;764.00
2019/2020;Arbeidsmarktregio;Midden-Gelderland (A);HBO;Onderwijs;1611.00
2019/2020;Arbeidsmarktregio;Midden-Gelderland (A);HBO;Sectoroverstijgend;2.00
2019/2020;Arbeidsmarktregio;Midden-Gelderland (A);HBO;Taal en cultuur;672.00
2019/2020;Arbeidsmarktregio;Midden-Gelderland (A);HBO;Techniek;2711.00
2019/2020;Arbeidsmarktregio;Midden-Gelderland (A);HBO;Totaal energietransitie;2711.00
2019/2020;Arbeidsmarktregio;Midden-Gelderland (A);WO;Totaal;3287.00
2019/2020;Arbeidsmarktregio;Midden-Gelderland (A);WO;Economie;396.00
2019/2020;Arbeidsmarktregio;Midden-Gelderland (A);WO;Gedrag en maatschappij;573.00
2019/2020;Arbeidsmarktregio;Midden-Gelderland (A);WO;Gezondheidszorg;309.00
2019/2020;Arbeidsmarktregio;Midden-Gelderland (A);WO;Landbouw en natuurlijke omgeving;276.00
2019/2020;Arbeidsmarktregio;Midden-Gelderland (A);WO;Natuur;446.00
2019/2020;Arbeidsmarktregio;Midden-Gelderland (A);WO;Onderwijs;20.00
2019/2020;Arbeidsmarktregio;Midden-Gelderland (A);WO;Recht;534.00
2019/2020;Arbeidsmarktregio;Midden-Gelderland (A);WO;Sectoroverstijgend;60.00
2019/2020;Arbeidsmarktregio;Midden-Gelderland (A);WO;Taal en cultuur;433.00
2019/2020;Arbeidsmarktregio;Midden-Gelderland (A);WO;Techniek;240.00
2019/2020;Arbeidsmarktregio;Midden-Gelderland (A);WO;Totaal energietransitie;686.00
2019/2020;Arbeidsmarktregio;Midden-Holland (A);Totaal;Totaal;6401.00
2019/2020;Arbeidsmarktregio;Midden-Holland (A);Totaal;Economie;1962.00
2019/2020;Arbeidsmarktregio;Midden-Holland (A);Totaal;Gedrag en maatschappij;852.00
2019/2020;Arbeidsmarktregio;Midden-Holland (A);Totaal;Gezondheidszorg;678.00
2019/2020;Arbeidsmarktregio;Midden-Holland (A);Totaal;Landbouw en natuurlijke omgeving;150.00
2019/2020;Arbeidsmarktregio;Midden-Holland (A);Totaal;Natuur;217.00
2019/2020;Arbeidsmarktregio;Midden-Holland (A);Totaal;Onderwijs;814.00
2019/2020;Arbeidsmarktregio;Midden-Holland (A);Totaal;Recht;213.00
2019/2020;Arbeidsmarktregio;Midden-Holland (A);Totaal;Sectoroverstijgend;65.00
2019/2020;Arbeidsmarktregio;Midden-Holland (A);Totaal;Taal en cultuur;299.00
2019/2020;Arbeidsmarktregio;Midden-Holland (A);Totaal;Techniek;1151.00
2019/2020;Arbeidsmarktregio;Midden-Holland (A);Totaal;Totaal energietransitie;1368.00
2019/2020;Arbeidsmarktregio;Midden-Holland (A);HBO;Totaal;4569.00
2019/2020;Arbeidsmarktregio;Midden-Holland (A);HBO;Economie;1708.00
2019/2020;Arbeidsmarktregio;Midden-Holland (A);HBO;Gedrag en maatschappij;501.00
2019/2020;Arbeidsmarktregio;Midden-Holland (A);HBO;Gezondheidszorg;470.00
2019/2020;Arbeidsmarktregio;Midden-Holland (A);HBO;Landbouw en natuurlijke omgeving;101.00
2019/2020;Arbeidsmarktregio;Midden-Holland (A);HBO;Onderwijs;804.00
2019/2020;Arbeidsmarktregio;Midden-Holland (A);HBO;Sectoroverstijgend;1.00
2019/2020;Arbeidsmarktregio;Midden-Holland (A);HBO;Taal en cultuur;79.00
2019/2020;Arbeidsmarktregio;Midden-Holland (A);HBO;Techniek;905.00
2019/2020;Arbeidsmarktregio;Midden-Holland (A);HBO;Totaal energietransitie;905.00
2019/2020;Arbeidsmarktregio;Midden-Holland (A);WO;Totaal;1832.00
2019/2020;Arbeidsmarktregio;Midden-Holland (A);WO;Economie;254.00
2019/2020;Arbeidsmarktregio;Midden-Holland (A);WO;Gedrag en maatschappij;351.00
2019/2020;Arbeidsmarktregio;Midden-Holland (A);WO;Gezondheidszorg;208.00
2019/2020;Arbeidsmarktregio;Midden-Holland (A);WO;Landbouw en natuurlijke omgeving;49.00
2019/2020;Arbeidsmarktregio;Midden-Holland (A);WO;Natuur;217.00
2019/2020;Arbeidsmarktregio;Midden-Holland (A);WO;Onderwijs;10.00
2019/2020;Arbeidsmarktregio;Midden-Holland (A);WO;Recht;213.00
2019/2020;Arbeidsmarktregio;Midden-Holland (A);WO;Sectoroverstijgend;64.00
2019/2020;Arbeidsmarktregio;Midden-Holland (A);WO;Taal en cultuur;220.00
2019/2020;Arbeidsmarktregio;Midden-Holland (A);WO;Techniek;246.00
2019/2020;Arbeidsmarktregio;Midden-Holland (A);WO;Totaal energietransitie;463.00
2019/2020;Arbeidsmarktregio;Midden-Limburg (A);Totaal;Totaal;7423.00
2019/2020;Arbeidsmarktregio;Midden-Limburg (A);Totaal;Economie;2217.00
2019/2020;Arbeidsmarktregio;Midden-Limburg (A);Totaal;Gedrag en maatschappij;859.00
2019/2020;Arbeidsmarktregio;Midden-Limburg (A);Totaal;Gezondheidszorg;1091.00
2019/2020;Arbeidsmarktregio;Midden-Limburg (A);Totaal;Landbouw en natuurlijke omgeving;206.00
2019/2020;Arbeidsmarktregio;Midden-Limburg (A);Totaal;Natuur;97.00
2019/2020;Arbeidsmarktregio;Midden-Limburg (A);Totaal;Onderwijs;694.00
2019/2020;Arbeidsmarktregio;Midden-Limburg (A);Totaal;Recht;274.00
2019/2020;Arbeidsmarktregio;Midden-Limburg (A);Totaal;Sectoroverstijgend;42.00
2019/2020;Arbeidsmarktregio;Midden-Limburg (A);Totaal;Taal en cultuur;178.00
2019/2020;Arbeidsmarktregio;Midden-Limburg (A);Totaal;Techniek;1765.00
2019/2020;Arbeidsmarktregio;Midden-Limburg (A);Totaal;Totaal energietransitie;1862.00
2019/2020;Arbeidsmarktregio;Midden-Limburg (A);HBO;Totaal;5575.00
2019/2020;Arbeidsmarktregio;Midden-Limburg (A);HBO;Economie;1902.00
2019/2020;Arbeidsmarktregio;Midden-Limburg (A);HBO;Gedrag en maatschappij;631.00
2019/2020;Arbeidsmarktregio;Midden-Limburg (A);HBO;Gezondheidszorg;761.00
2019/2020;Arbeidsmarktregio;Midden-Limburg (A);HBO;Landbouw en natuurlijke omgeving;167.00
2019/2020;Arbeidsmarktregio;Midden-Limburg (A);HBO;Onderwijs;681.00
2019/2020;Arbeidsmarktregio;Midden-Limburg (A);HBO;Taal en cultuur;73.00
2019/2020;Arbeidsmarktregio;Midden-Limburg (A);HBO;Techniek;1360.00
2019/2020;Arbeidsmarktregio;Midden-Limburg (A);HBO;Totaal energietransitie;1360.00
2019/2020;Arbeidsmarktregio;Midden-Limburg (A);WO;Totaal;1848.00
2019/2020;Arbeidsmarktregio;Midden-Limburg (A);WO;Economie;315.00
2019/2020;Arbeidsmarktregio;Midden-Limburg (A);WO;Gedrag en maatschappij;228.00
2019/2020;Arbeidsmarktregio;Midden-Limburg (A);WO;Gezondheidszorg;330.00
2019/2020;Arbeidsmarktregio;Midden-Limburg (A);WO;Landbouw en natuurlijke omgeving;39.00
2019/2020;Arbeidsmarktregio;Midden-Limburg (A);WO;Natuur;97.00
2019/2020;Arbeidsmarktregio;Midden-Limburg (A);WO;Onderwijs;13.00
2019/2020;Arbeidsmarktregio;Midden-Limburg (A);WO;Recht;274.00
2019/2020;Arbeidsmarktregio;Midden-Limburg (A);WO;Sectoroverstijgend;42.00
2019/2020;Arbeidsmarktregio;Midden-Limburg (A);WO;Taal en cultuur;105.00
2019/2020;Arbeidsmarktregio;Midden-Limburg (A);WO;Techniek;405.00
2019/2020;Arbeidsmarktregio;Midden-Limburg (A);WO;Totaal energietransitie;502.00
2019/2020;Arbeidsmarktregio;Midden-Utrecht (A);Totaal;Totaal;48262.00
2019/2020;Arbeidsmarktregio;Midden-Utrecht (A);Totaal;Economie;10923.00
2019/2020;Arbeidsmarktregio;Midden-Utrecht (A);Totaal;Gedrag en maatschappij;7156.00
2019/2020;Arbeidsmarktregio;Midden-Utrecht (A);Totaal;Gezondheidszorg;6801.00
2019/2020;Arbeidsmarktregio;Midden-Utrecht (A);Totaal;Landbouw en natuurlijke omgeving;944.00
2019/2020;Arbeidsmarktregio;Midden-Utrecht (A);Totaal;Natuur;5125.00
2019/2020;Arbeidsmarktregio;Midden-Utrecht (A);Totaal;Onderwijs;3269.00
2019/2020;Arbeidsmarktregio;Midden-Utrecht (A);Totaal;Recht;2365.00
2019/2020;Arbeidsmarktregio;Midden-Utrecht (A);Totaal;Sectoroverstijgend;1358.00
2019/2020;Arbeidsmarktregio;Midden-Utrecht (A);Totaal;Taal en cultuur;4544.00
2019/2020;Arbeidsmarktregio;Midden-Utrecht (A);Totaal;Techniek;5777.00
2019/2020;Arbeidsmarktregio;Midden-Utrecht (A);Totaal;Totaal energietransitie;10902.00
2019/2020;Arbeidsmarktregio;Midden-Utrecht (A);HBO;Totaal;23581.00
2019/2020;Arbeidsmarktregio;Midden-Utrecht (A);HBO;Economie;8860.00
2019/2020;Arbeidsmarktregio;Midden-Utrecht (A);HBO;Gedrag en maatschappij;2329.00
2019/2020;Arbeidsmarktregio;Midden-Utrecht (A);HBO;Gezondheidszorg;2835.00
2019/2020;Arbeidsmarktregio;Midden-Utrecht (A);HBO;Landbouw en natuurlijke omgeving;408.00
2019/2020;Arbeidsmarktregio;Midden-Utrecht (A);HBO;Onderwijs;3104.00
2019/2020;Arbeidsmarktregio;Midden-Utrecht (A);HBO;Sectoroverstijgend;15.00
2019/2020;Arbeidsmarktregio;Midden-Utrecht (A);HBO;Taal en cultuur;1261.00
2019/2020;Arbeidsmarktregio;Midden-Utrecht (A);HBO;Techniek;4769.00
2019/2020;Arbeidsmarktregio;Midden-Utrecht (A);HBO;Totaal energietransitie;4769.00
2019/2020;Arbeidsmarktregio;Midden-Utrecht (A);WO;Totaal;24681.00
2019/2020;Arbeidsmarktregio;Midden-Utrecht (A);WO;Economie;2063.00
2019/2020;Arbeidsmarktregio;Midden-Utrecht (A);WO;Gedrag en maatschappij;4827.00
2019/2020;Arbeidsmarktregio;Midden-Utrecht (A);WO;Gezondheidszorg;3966.00
2019/2020;Arbeidsmarktregio;Midden-Utrecht (A);WO;Landbouw en natuurlijke omgeving;536.00
2019/2020;Arbeidsmarktregio;Midden-Utrecht (A);WO;Natuur;5125.00
2019/2020;Arbeidsmarktregio;Midden-Utrecht (A);WO;Onderwijs;165.00
2019/2020;Arbeidsmarktregio;Midden-Utrecht (A);WO;Recht;2365.00
2019/2020;Arbeidsmarktregio;Midden-Utrecht (A);WO;Sectoroverstijgend;1343.00
